ID,SuveyID_DoNotUse,Proofed_MC,Year,County,WaterbodyName,SiteName,Affiliation,SurveyType,Missing data,Corrections,surveyArea_ha,Survey Length (KM),# Survey Hours,# Surveys,0_Territories_FullProtocol,PO Territories,PR Territories,CO Territories,Breed_evidence,NumNests,Field21,NumDetected,Zone,StartX_UTME,StartY_UTMN,Start_Lat,Start_Long,StopX,StopY,StopLat,StopLong,Contact Info,VegType,Survey File Name,Incomplete or Complete Record,Comments,Field35,Legend,Comments between Susan and Maya,Nest1_X,Nest1_Y,Field40,Field41,Field42,Field43
626,536,,2017,Yavapai,Verde River,Beasley Flat,Prescott NF,Protocol,Territory Data,"Added territories, per mapped dates of detections, added survey length (mc 2023)",,1.5,8.8,4,,1,3,,,,,21,12S,425580,3815629,34.47956289,-111.8104392,424950,3816509,,,tonnieleasy@fs.fed.us,,,Incomplete,21 detections; elevation in feet,,,The territory data is missing ,,,,,,
627,537,,2017,Yavapai,Verde River,Squaw Peak Canyon,Prescott NF,Protocol,Territory Data,,,nr,5.92,4,,,,,,,,5,12S,423116,3818747,34.50749773,-111.8375509,422921,3819339,,,tonnieleasy@fs.fed.us,,,,4 detections; elevatin in feet,,,,,,,,,
628,538,,2017,Yavapai,Verde River,Sycamore Creek,Prescott NF,Protocol,Territory Data,,,nr,7.53,4,0,,,,,,,2,12S,410802,3801537,34.35132211,-111.9698858,410078,3802085,,,tonnieleasy@fs.fed.us,,,Incomplete,"2 detections, so maybe ""0"" for #NR, #NO, #CO; elevation in feet",,,,,,,,,
629,539,,2017,Yavapai,"*Beasley Flats, Skidmore Lane off Hwy 260 Verde River, Squaw Peak Canyon area",Incidentals (multiple sites),Prescott NF,Incidental,,,,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,"*These are incidental detections listed on a survey form from different sites/drainages, these are described as follows: Beasley Flats, Skidmore Lane off Hwy 260 Verde River, Squaw Peak Canyon area",,,Territories and cuckoo numbers/detections not lsted,,,,,,
630,540,,2017,Yavapai,Verde River,Sundlof Property,Stephani Sundlof,Incidental,GPS coordinates? ,,,NR,NR,NR,,,,,,,,,,,,,,,,,,stephaniesundlof@gmail.com,,,,Short email with one photo saying the YBCU was found in their background. March 2020 Follow up email sent location info and photos,,,,,,,,,
631,541,,2017,Yavapai/Maricopa,Verde River,Horseshoe Reservoir,"EcoPlan Associates, Inc.",Protocol,Fixed,Territory data corrected by Eric Liknes and sent to Fernandon on 4/22,,11.9,34.77,4,,1,,,,,,6,12S,435007,3771000,34.07774411,-111.7044205,434698,3760571,,,tashbeck@ecoplanaz.com,2,,Complete,,,,Is this supposed to be the San Pedro River?,,,,,,
632,542,,2017,Yuma,Lower Colorado River,A North Channel J,Southern Sierra Research Station,Protocol,Found in report,"Territory data was missing, but found in report. Report attached in survey folders.",26.8,1.1,10.5,4,,,1,,,,,4,11S,723573,3623498,32.72662038,-114.6143102,724686,3623944,,,dtracy.ssrs@gmail.com,,,Incomplete,1 PR (Territory data available in report),,,,,,,,,
633,543,,2017,Yuma,Lower Colorado River,South AC South C I,Southern Sierra Research Station,Protocol,Found in report,"Territory data was missing, but found in report. Report attached in survey folders.",40.6,1.6,10.5,4,,1,,,,,,2,11S,723469,3622972,32.72190068,-114.6155454,725052,3623716,,,dtracy.ssrs@gmail.com,,,Incomplete,1 PO (Territory data available in report),,,,,,,,,
634,544,,2017,Yuma,Lower Colorado River,LDCA Reach 01,Southern Sierra Research Station,Protocol,Found in report,"Territory data was missing, but found in report. Report attached in survey folders.",225.8,2.3,39.3,4,,2,,,,,,9,11S,736238,3637889,32.85366711,-114.4756121,738051,3640186,,,dtracy.ssrs@gmail.com,,,Incomplete,2 PO (Territory data available in report),,,,,,,,,
635,545,mc,2018,Cochise,San Pedro River,SR 80_San Pedro River Bridge,Archaeological Constuling Services,Protocol,,,,3.6,48.5,4,,1,7,1,,,,41,12R,570872,3530909,31.91184041,-110.2504031,571890,3529705,,,lstewart@acstempe.com,1,,Complete,41 detections,,,,,,,,,
636,546,mc,2018,Cochise,San Pedro River,San Pedro House,Bureau of Land Management,Banding Data,,"marked on summary form as 1 PR, only a single detection on single date, no other evidence to determine territory, removed PR",,0.1,0.33,2,,,,,,,,1,12R,581412,3490624,31.54771568,-110.1422883,581412,3490624,,,mradke@blm.gov,1,,Complete,Banded at mapping station; data for all surveys combined onto one pdf document,,,,,,,,,
637,547,mc,2018,Cochise,San Pedro River,Cascabel,Bureau of Land Management,protocol,,"marked on summary form as 1 PR, only a single detection on single date, no other evidence to determine territory, removed PR (mc)  2nd survey on this route by audubon but end coords do not match (mc)",,4,3.2,1,,,,,,,,4,12S,557678,3573152,32.29366751,-110.3874067,557086,3575408,,,mradke@blm.gov,2,,Complete,Banded at mapping station; data for all surveys combined onto one pdf document,,,,,,,,,
638,548,mc,2018,Cochise,San Pedro River,Lewis_Charleston,Bureau of Land Management,incidental,,"changed from banding station to incidental, per note on datasheet, butds detected w/o playbeck during wet/dry survey, removed territory data as only single survey date and no other info to support (MC)",,6.5,3.17,1,,,,,,,,3,12R,581028,3494354,31.58139267,-110.146027,578278,3499315,,,mradke@blm.gov,1,,Complete,Banded at mapping station; data for all surveys combined onto one pdf document,,,,,,,,,
639,549,mc,2018,Cochise,Indian_Whitetail Creek,Chiricahuas _Indian Creek,U.S. Bureau of Reclamation,Protocol,USGS quad name; overstory and adjacent vegetation data,Elevation corrected from feet to meters; total hours adjusted,,2,9.75,3,,,,,,,,0,12S,662960,3541831,32.00085685,-109.2748394,662612,3541985,,,jmacfarland@tucsonaudubon.org,1,,Complete,"No detections; only 3 surveys done due the the ""1st"" survey being for South Fork Keating Creek which had unsuitable habitat",,,,,,,,,
640,550,mc,2018,Cochise,Keating Creek,Keating Creek,Tucson Audubon Society,Protocol,USGS quad name; adjacent habitat description species list incomplete;,Elevation corrected from feet to meters; total hours adjusted ,,2,10,4,0,,,,,,,0,12S,665280,3546834,32.0456354,-109.2494307,664024,3547559,,,jmacfarland@tucsonaudubon.org,1,,Complete,No detections,,,,,,,,,
641,551,mc,2018,Cochise,Oak Creek,Oak Creek,Tucson Audubon Society,Protocol,Adjacent Habitat description has incomplete species list;,Elevation corrected from feet to meters; total hours adjusted,,2,8.5,4,0,,,,,,,0,12S,665544,3544552,32.02501877,-109.2470279,664418,3544037,,,jmacfarland@tucsonaudubon.org,1,,Complete,No detections,Chiricahuas ,,,,,,,,
642,552,mc,2018,Cochise,Keating Creek,South Fork Keating Creek,Tucson Audubon Society,Protocol,USGS quad name missing; no veg datasheet,Elevation corrected from feet to meters (mc estimated distance from map),,1.75,2,1,0,,,,,,,0,12S,665533,3546072,32.03872702,-109.2468831,664410,3545532,,,jmacfarland@tucsonaudubon.org,,,Complete,"Habitat surveyed once and deemed ""totally unsuitable"" (no detections); no site form atatched, so route was moved to Indian Creek",,,,,,,,,
643,553,mc,2018,Cochise,Wood Canyon,Wood Canyon,Tucson Audubon Society,Protocol,USGS quad name; nearest body of water; adjacent habitat description species list incomplete,Elevation corrected from feet to meters; total survey hours adjusted,,2,12,4,0,,,,,,,0,12S,660458,3553394,32.1054865,-109.2993885,660209,3553349,,,jmacfarland@tucsonaudubon.org,1,,Complete,No detections,Chiricahuas ,,,,,,,,
644,554,mc,2018,Cochise,French Joe Canyon,French Joe Canyon,Tucson Audubon Society,Protocol,USGS quad name; name of nearest body of water; %'s for understory vegetation add up to 110%; data incomplete for adjacent species list,Elevation correct from feet to meters; total survey hours corrected,,2,9.25,4,0,,,,,,,0,12R,558821,3519368,31.80841149,-110.3785555,557095,3519501,,,jmacfarland@tucsonaudubon.org,1,,Complete,"Whetstones, No detections",Whetstones,,,,,,,,
645,555,mc,2018,Cochise,Guindani Canyon,Guindani Canyon,Tucson Audubon Society,Protocol,USGS quad name; missing body of water;,Corrected units for elevation and total survey hours,,2,12.75,4,0,,,,,,,0,12R,560822,3522479,31.83637241,-110.3572216,559642,3523090,,,jmacfarland@tucsonaudubon.org,1,,Complete,"Whetstones, No detections",Whetstones,,,,,,,,
646,556,mc,2018,Cochise,San Pedro River,3 Links Narrows,Audubon Arizona,Protocol,,,,3.5,9.5,4,,2,1,,,,,11,12S,567043,3556064,32.13899819,-110.2891484,566976,3556136,,,,,,,,,,I am unsure on how to calculate the number of detections. ,,,,,,
647,557,mc,2018,Cochise,San Pedro River,BLM Cascabel,Audubon Arizona,Protocol,"only one survey done for this site, second by BLM",,,3.4,3,1,,na,na,na,,,,12,12S,557677,3573148,32.29363147,-110.3874176,556682,3575921,,,Sprager@Audubon.org,,,,No territories,,,,,,,,,
648,558,mc,2018,Cochise,Black Draw and Hay Hollow Wash,San Bernardino NWR,USFWS,Protocol,"Habitat Form, territories?",,,2.2,12.75,4,,,1,,,,,10,12R,667700,3468979,31.34318798,-109.2371381,666468,3468130,,,aaron_cajoro@fws.gov,1,,Incomplete,"1 PR for 10 individual YBCU detections; survey data is uploaded in form of Word Doc, territory data listed verbally",,,,,,,,,
649,559,mc,2018,Gila,Tonto Creek,Punkin Center,Archaeological Constuling Services,Protocol,,,,1.7,20,4,0,,,,,,,0,12S,471456,3748508,33.87652236,-111.3086458,471669,3746815,,,scobbold@acstempe.com,2,,Complete,No detections,,,,,,,,,
650,560,mc,2018,Graham,Gila River,Fort Thomas Preserve & Fort Thomas HB Preserve,"EcoPlan Associates, Inc.",Protocol,Understory vegetation characteristics (species list) incomplete,,,7.1,104.1,4,,12,,,,,,48,12S,601001,3650058,32.98423537,-109.9190207,597841,3656394,,,tashbeck@ecoplanaz.com,3,,Complete,multiple surveyors surveyed different areas of the site at the same time,,,,,,,,,
651,561,mc,2018,Graham,Ash Creek,Cluff Ranch,AZGFD,Protocol,,Rounded survey hours,,1.4,9.8,4,,4,2,,,,,8,12S,607701,3631189,32.81342028,-109.8495274,607890,3632332,,,chofer@azgfd.gov,2,,Complete,"No detections<--not true, there were detections ",,,,,,,,,
652,562,,2018,Graham,Gila River,Gila River R3,Northern Arizona University,Protocol,"Correct territory data? Matt did not give territory types, nor did he seem confident about the territory. Susan mentioned over phone it may not be worth even trying to gather this info from him, given this information.","Fernando Diaz entered territory data according to Matt's May 21, 2019 email on May 7, 2020. Susan sent over missing maps.",,1.2,13.5,4,,,,,,,,8,12S,590925,3662144,33.09412611,-110.0256471,589951,3662009,,,matthew.Johnson@nau.edu,,,Incomplete,"8 detections; 1 ""territory"" according to email exchange between Matt Johnson and Susan Sferra.",,,Territory data unclear,,,,,,
653,563,,2018,Graham,Gila River,Gila River R4,Northern Arizona University,Protocol,"Correct territory data? Matt did not give territory types, nor did he seem confident about the territory. Susan mentioned over phone it may not be worth even trying to gather this info from him, given this information.","Fernando Diaz entered territory data according to Matt's May 21, 2019 email on May 7, 2020. Susan sent over missing maps.",,NR,5.29,4,0,,,,,,,1,12S,592182,3660670,33.08072624,-110.0123275,591543,3661824,,,Matthew.Johnson@nau.edu,,,Incomplete,"1 detection; 1 ""territory"" according to email exchange between Matt Johnson and Susan Sferra.",,,,,,,,,
654,564,"mc, est terr from map",2018,Graham,Gila River,Gila River R9,Northern Arizona University,Protocol,"Correct territory data? Matt did not give territory types, nor did he seem confident about the territory. Susan mentioned over phone it may not be worth even trying to gather this info from him, given this information.","Fernando Diaz entered territory data according to Matt's May 21, 2019 email on May 7, 2020. Susan sent over missing maps.",,0.5,16.45,4,,1,,,,,,5,12S,595409,3658445,33.06038067,-109.9779889,594032,3658811,,,Matthew.Johnson@nau.edu,,,Incomplete,"5 detections; 1 ""territory"" according to email exchange between Matt Johnson and Susan Sferra.",,,Territory data unclear,,,,,,
655,565,,2018,Graham,Gila River,Gila River R11,Northern Arizona University,Protocol,"Correct territory data? Matt did not give territory types, nor did he seem confident about the territory. Susan mentioned over phone it may not be worth even trying to gather this info from him, given this information.","Fernando Diaz entered territory data according to Matt's May 21, 2019 email on May 7, 2020. Susan sent over missing maps.",,1.5,10.3,4,0,0,0,0,,,,0,12S,597110,3657207,33.04906476,-109.9599019,597827,3656482,,,Matthew.Johnson@nau.edu,,,Incomplete,No detections,,,,,,,,,
656,566,,2018,Graham,Gila River,Gila River R14,Northern Arizona University,Protocol,"Correct territory data? Matt did not give territory types, nor did he seem confident about the territory. Susan mentioned over phone it may not be worth even trying to gather this info from him, given this information.","Fernando Diaz entered territory data according to Matt's May 21, 2019 email on May 7, 2020. Susan sent over missing maps.",,2.4,17.9,4,,,,,,,,14,12S,601038,3650199,32.98550359,-109.9186092,601006,3649191,,,Matthew.Johnson@nau.edu,,,Incomplete,"14 detections; Matt Johnson said he ""thinks there are 2 territories on R14"". Territory type unclear",,,Territory data unclear,,,,,,
657,567,,2018,Graham,Gila River,Gila River R18,Northern Arizona University,Protocol,"Correct territory data? Matt did not give territory types, nor did he seem confident about the territory. Susan mentioned over phone it may not be worth even trying to gather this info from him, given this information.","Fernando Diaz entered territory data according to Matt's May 21, 2019 email on May 7, 2020. Susan sent over missing maps.",,NR,11.7,4,,,,,,,,4,12S,590925,3662144,33.09412611,-110.0256471,589951,3662009,,,Matthew.Johnson@nau.edu,,,Incomplete ,"4 detections; 1 ""territory"" according to email exchange between Matt Johnson and Susan Sferra.",,,Territory data unlcear. ,,,,,,
658,568,"mc, messy data, multiple start/end coords provided, forms incomplete/wonky",2018,Greenlee,Eagle Creek,Eagle Creek,BLM Safford,Protocol,"Data is ""all over the place,"" pdf scans are messy, no formal excel summary form",,,3.1,NR,3,,,,,,,,5,12s,646371,3656695,33.410211,-109.4880536,648444,3654762,,,,,,Incomplete,The way data is filled in also looks sloppy/confusing,,,This data is very unorganzied. Not a regular data spreadsheet ,,,,,,
659,569,MC,2018,La Paz,Alamo Lake,Bullard Wash,SWCA Environmental Consultants,Incidental,USGS,,,0,0,0,,,,,,,,1,11S,770485,3797548,34.28393756,-114.0616799,,,,,apellegrini@swca.com,,,,"Incidental only; not YBCU survey; WIFL survey, one individual heard",Have a question about that requires or I prefer to show in person,,,,,,,,
660,570,MC,2018,La Paz,Alamo Lake,Middle Earth 02,SWCA Environmental Consultants,Incidental,USGS,,,0,0,0,,,,,,,,1,11S,817875,3799604,34.28902888,-113.5468787,,,,,apellegrini@swca.com,,,,"Incidental only; not YBCU survey; WIFL survey, one individual heard",Susan needs to get back to this,,,,,,,,
661,571,MC,2018,La Paz,Alamo Lake,Burro Wash 01,SWCA Environmental Consultants,Incidental,USGS,,,0,0,0,,,,,,,,5,11S,817567,3800316,34.2955325843364,-113.549956883777,817230,3800496,,,apellegrini@swca.com,,,,"Incidental only; not YBCU survey; WIFL survey, five individuals heard 817567E / 3800316N 817576E / 3800188N , 817329E / 3800565N 817230E / 3800496N,  817383E / 3800502N ",Data for another state ,,Where do I put all of the coordinates for the different sightings?,,,,,,
662,572,MC,2018,La Paz,Alamo Lake,Burro Wash 02,SWCA Environmental Consultants,Incidental,USGS,,,0,0,0,,,,,,,,1,11S,817646,3800323,34.29557144,-113.5490974,,,,,apellegrini@swca.com,,,,"Incidental only; not YBCU survey; WIFL survey, one individual heard",Data has been transferred to updated Excel 2019 form,,,,,,,,
663,573,MC,2018,La Paz,Alamo Lake,Santa Maria North 01,SWCA Environmental Consultants,Incidental,USGS,,,0,0,0,,,,,,,,1,11S,821006,3802256,34.31193861,-113.5119334,,,,,,,,,"Incidental only; not YBCU survey; WIFL survey, one individual heard","Missing territory data. ""Territory data"" refers to #NO/#PO, #NR/#PR, #CO,",,,,,,,,
664,574,mc,2018,La Paz,Bill Williams River,Bill Williams River,AZGFD,Protocol,,,,5.7,16.8,4,0,0,0,0,,,,2,12S,251043,3788747,34.21003767,-113.7021602,249910,3789907,,,rmixan@azgfd.gov,1,,Complete,"2 detections (no territories); 2 surveys done simultaneously each time, one for the ""east"" and ""west"" part of the transect",,,,,,,,,
665,575,mc,2018,La Paz,Bill Williams River,Bill Williams River #1,AZGFD,Protocol,,,,1.5,9.4,4,,2,,,,,,5,12S,246948,3792077,34.23904804,-113.747537,245797,3791685,,,rmixan@azgfd.gov,1,,Complete,"2 surveys done simultaneously each time, one for the ""east"" and ""west"" part of the transect",,,,,,,,,
666,576,mc,2018,La Paz,Lower Colorado River,Cottonwood Genetics,Southern Sierra Research Station,Protocol,,,16.5,0.4,6.4,4,0,,,,,,,1,11S,715401,3694545,33.36859382,-114.6847453,715817,3694957,,,dtracy.ssrs@gmail.com,,,Incomplete ,1 detection; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,,,,,,
667,577,mc,2018,La Paz,Bill Williams River,Cougar Point,Southern Sierra Research Station,Protocol,,,49.7,1.6,9.4,4,0,,,,,,,0,11S,773709,3794905,34.25928925,-114.0275368,774600,3796100,,,dtracy.ssrs@gmail.com,,,Incomplete,No detections; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,,,,,,
668,578,mc,2018,La Paz,Lower Colorado River,Crane Roost,Southern Sierra Research Station,Protocol,,,57.3,0.8,17.6,4,,1,1,1,Nest,1,,20,11S,714640,3693326,33.35775982,-114.6932093,715395,3694138,,,dtracy.ssrs@gmail.com,,,Incomplete,20 detections; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,714648,3693890,,,,
669,579,mc,2018,La Paz,Lower Colorado River,CVCA Phase 01,Southern Sierra Research Station,Protocol,,,37.2,0.9,20.1,4,,2,,,,,,7,11S,717026,3698980,33.40823652,-114.6662231,717811,3699561,,,dtracy.ssrs@gmail.com,,,Incomplete,7 detections; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,,,,,,
670,580,mc,2018,La Paz,Lower Colorado River,CVCA Phase 02,Southern Sierra Research Station,Protocol,,,27.5,0.9,9.5,4,,1,,,,,,2,11S,717042,3698624,33.40502492,-114.666137,717819,3699014,,,dtracy.ssrs@gmail.com,,,Incomplete,2 detections; habitat & survey info compiled into one excel file with other sites done by SSRS; looks like only 3 surveys were done,,,,,,,,,
671,581,mc,2018,La Paz,Lower Colorado River,CVCA Phase 03,Southern Sierra Research Station,Protocol,,,43.9,0.9,19.3,4,0,0,0,0,,,,0,11S,714066,3697597,33.39636678,-114.6983596,714627,3698527,,,dtracy.ssrs@gmail.com,,,Incomplete,No detections; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,,,,,,
672,582,mc,2018,La Paz,Lower Colorado River,CVCA Phase 07,Southern Sierra Research Station,Protocol,,,30.2,0.8,6,4,0,,,,,,,1,11S,714260,3696120,33.38301662,-114.6966265,714640,3696920,,,dtracy.ssrs@gmail.com,,,Incomplete,1 detection; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,,,,,,
673,583,mc,2018,La Paz,Lower Colorado River,CVCA Phase 08,Southern Sierra Research Station,Protocol,,,46.6,0.8,11.2,4,,,,2,"1 nest found Phase 8 (1 of 3 fledged), 1 nest found in Phase 9 just south of Phase 8 (failed) (see photos).",1,,7,11S,713270,3696120,33.38321364,-114.7072619,713890,3696920,,,dtracy.ssrs@gmail.com,,,Incomplete,7 detections; habitat & survey info compiled into one excel file with other sites done by SSRS,,,I can't find nest coordinates,,,,,,
674,584,mc,2018,La Paz,Lower Colorado River,CW North,Southern Sierra Research Station,Protocol,,,7.3,0.4,2.2,4,0,,,,,,,0,11S,715804,3695154,33.37400155,-114.680271,716197,3695354,,,dtracy.ssrs@gmail.com,,,Incomplete,No detections; habitat & survey info compiled into one excel file with other sites done by SSRS,,,,,,,,,
